GVKEY,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,datadate,fyear,tic,conm,adrr,pddur,upd,at,capx,ceq,csho,gdwl,oiadp,sale,cik,fic,sich,prcc_f
012129,P,01,LU,10140,8089,19860402,19980630,19901231,1990,SRCO.,SEALRIGHT CO INC,,12,3,151.6890,13.6640,77.2130,11.0450,7.7670,28.2580,205.8610,0000712964,USA,2650,19.5000
012129,P,01,LU,10140,8089,19860402,19980630,19911231,1991,SRCO.,SEALRIGHT CO INC,,12,3,159.5550,18.4270,89.2170,11.0580,7.0830,32.5780,258.3490,0000712964,USA,2650,20.5000
012131,C,01,LU,10072,8016,19860228,19920930,19900430,1989,SRLX,SUMMA RX LABORATORIES INC,,12,3,0.8120,0.1650,0.2950,4.3080,0.0000,-0.3240,1.1720,0000777517,USA,2834,0.4060
012131,C,01,LU,10072,8016,19860228,19920930,19910430,1990,SRLX,SUMMA RX LABORATORIES INC,,12,3,0.5780,0.0010,-0.5540,4.3080,0.0000,-0.1990,0.6040,0000777517,USA,2834,0.0940
012136,P,01,LC,10078,8021,19860304,20100129,19900630,1990,JAVA,SUN MICROSYSTEMS INC,,12,3,1778.5760,212.8750,926.7670,92.6130,0.0000,177.3090,2466.1850,0000709519,USA,3571,34.0000
012136,P,01,LC,10078,8021,19860304,20100129,19910630,1991,JAVA,SUN MICROSYSTEMS INC,,12,3,2326.3350,192.2870,1212.5510,96.3600,0.0000,294.9250,3221.2920,0000709519,USA,3571,27.8750
012138,P,01,LU,10138,8087,19860402,E,19901231,1990,TROW,PRICE (T. ROWE) GROUP,,12,3,161.5240,10.4430,111.9210,14.3490,1.0890,44.6650,170.0310,0001113169,USA,6282,24.0000
012138,P,01,LU,10138,8087,19860402,E,19911231,1991,TROW,PRICE (T. ROWE) GROUP,,12,3,179.5710,4.4890,132.5250,14.4140,1.0400,55.1270,205.2060,0001113169,USA,6282,45.0000
012139,P,01,LU,10042,7990,19860207,20080331,19901231,1990,CAU,CANYON RESOURCES CORP,,12,3,51.0430,6.6460,29.5400,21.9470,0.0000,-5.1660,10.9980,0000739460,USA,1040,1.3120
012139,P,01,LU,10042,7990,19860207,20080331,19911231,1991,CAU,CANYON RESOURCES CORP,,12,3,43.7470,4.8700,31.6690,22.0790,0.0000,1.3600,21.6910,0000739460,USA,1040,2.9370
012140,P,01,LC,88373,7257,19850131,E,19901231,1990,NNN,NATIONAL RETAIL PROPERTIES,,12,3,12.4450,0.0000,12.4410,1.4800,0.0000,1.3890,1.8680,0000751364,USA,6798,8.5000
012140,P,01,LC,88373,7257,19850131,E,19911231,1991,NNN,NATIONAL RETAIL PROPERTIES,,12,3,12.2230,0.0000,12.1260,1.4800,0.0000,1.4070,1.8950,0000751364,USA,6798,9.7500
012141,P,01,LC,10107,8048,19860313,E,19900630,1990,MSFT,MICROSOFT CORP,,12,3,1105.3490,158.0900,918.5630,113.6990,0.0000,387.2380,1183.4460,0000789019,USA,7372,75.9999
012141,P,01,LC,10107,8048,19860313,E,19910630,1991,MSFT,MICROSOFT CORP,,12,3,1644.1840,264.3950,1350.8310,174.2340,0.0000,646.8420,1843.4320,0000789019,USA,7372,68.1250
012142,P,01,LC,10104,8045,19860312,E,19900531,1989,ORCL,ORACLE CORP,,12,3,787.2470,89.2750,387.5850,131.1380,,189.7950,970.8440,0001341439,USA,7372,19.7500
012142,P,01,LC,10104,8045,19860312,E,19910531,1990,ORCL,ORACLE CORP,,12,3,857.6400,60.7320,344.6850,136.2970,,26.7790,1027.9490,0001341439,USA,7372,7.5000
012143,P,01,LU,10089,8033,19860307,20050228,19901031,1990,AHAG,ALPHA TECHNOLOGIES GROUP INC,,12,3,18.4020,0.6270,15.3000,6.0820,0.0000,-2.7280,11.7230,0000710807,USA,7372,1.2500
012143,P,01,LU,10089,8033,19860307,20050228,19911031,1991,AHAG,ALPHA TECHNOLOGIES GROUP INC,,12,3,17.6890,0.6610,14.2970,5.7090,0.0000,-1.2220,15.3580,0000710807,USA,7372,1.6250
012144,P,01,LU,10108,8049,19860313,20050831,19901231,1990,0139A,SUNGARD DATA SYSTEMS INC,,12,3,302.6870,14.6570,140.2660,15.0910,76.0850,41.0580,262.1080,0000789388,USA,7374,11.2500
012144,P,01,LU,10108,8049,19860313,20050831,19911231,1991,0139A,SUNGARD DATA SYSTEMS INC,,12,3,313.4590,15.2940,162.9980,15.1160,73.2860,42.4910,283.5500,0000789388,USA,7374,18.8750
012145,P,01,LC,91425,7717,19850830,19930630,19901231,1990,RPIC,REPUBLIC PICTURES,,12,3,73.0520,41.5610,19.0050,4.3330,0.0000,1.2090,57.3510,0000761915,USA,7822,6.5000
012145,P,01,LC,91425,7717,19850830,19930630,19911231,1991,RPIC,REPUBLIC PICTURES,,12,3,60.3510,21.5900,19.8670,4.3640,0.0000,2.4250,81.6850,0000761915,USA,7822,5.6250
012148,C,01,LC,10046,7994,19860214,19950315,19901231,1990,INOMA,INNOVATIVE MATERIALS  -CL A,,12,3,9.0510,0.0010,8.2380,2.8130,0.0000,-1.2050,1.4740,,USA,7377,0.6250
012148,C,01,LC,10046,7994,19860214,19950315,19911231,1991,INOMA,INNOVATIVE MATERIALS  -CL A,,12,3,8.1100,0.0000,7.7120,2.8130,0.0000,-1.3310,0.9540,,USA,7377,0.7500
012154,P,01,LU,75922,10448,19900102,19920716,19901231,1990,HENG,HENLEY GROUP INC/DEL,,12,3,3160.0000,38.0000,1119.0000,19.7390,690.0000,95.0000,1871.0000,0000855911,USA,3821,16.0000
012154,P,01,LU,75922,10448,19900102,19920716,19911231,1991,HENG,HENLEY GROUP INC/DEL,,12,3,1660.0000,9.0000,443.0000,19.7370,263.0000,40.0000,704.0000,0000855911,USA,3728,24.0000
012155,C,01,LU,68208,20011,19851210,19931117,19901231,1990,3AOIC,AOI COAL CO,,12,3,65.1190,8.4730,41.9630,14.9780,0.0000,-15.2290,69.9180,0000777358,USA,1221,0.6250
012155,C,01,LU,68208,20011,19851210,19931117,19911231,1991,3AOIC,AOI COAL CO,,12,3,56.7320,1.7820,36.7520,14.9780,0.0000,-9.3180,49.9680,0000777358,USA,1221,0.4370
012156,C,01,LC,10127,8074,19860325,20020417,19900930,1990,PBFI.1,PARIS CORP,,12,3,26.2320,1.9460,17.2920,3.7700,0.0000,3.8840,52.0220,0000789660,USA,2761,6.0000
012156,C,01,LC,10127,8074,19860325,20020417,19910930,1991,PBFI.1,PARIS CORP,,12,3,25.5050,2.1310,17.4330,3.7400,0.0000,0.7080,60.0260,0000789660,USA,2761,4.0000
012157,P,01,LU,10198,8133,19860428,19911031,19900331,1989,8110B,DEL PAINT CORP,,12,3,2.1560,0.0610,0.2810,1.7240,,0.0870,3.2780,0000786767,USA,2851,0.4370
012157,P,01,LU,10198,8133,19860428,19911031,19910331,1990,8110B,DEL PAINT CORP,,12,3,1.9910,0.0110,0.1840,1.7240,,0.0890,3.5510,0000786767,USA,2851,0.1250
012160,P,01,LU,10136,8085,19860401,19960329,19901031,1990,CABL.,COMMUNICATION CABLE INC,,12,3,23.0070,4.6090,13.4280,1.7500,0.0000,2.0420,25.0780,0000789869,USA,3357,10.8750
012160,P,01,LU,10136,8085,19860401,19960329,19911031,1991,CABL.,COMMUNICATION CABLE INC,,12,3,21.3670,0.5690,13.5650,2.0000,0.0000,0.1370,33.3310,0000789869,USA,3357,9.7500
012161,P,01,LU,85650,7844,19851231,19911231,19900831,1990,3ADIE,AUTODIE CORP,,12,3,174.3200,5.5330,19.6760,5.1510,0.0000,-5.9990,107.4170,0000778705,USA,3540,2.7500
012161,P,01,LU,85650,7844,19851231,19911231,19910831,1991,3ADIE,AUTODIE CORP,,12,3,106.4650,0.6930,-27.5120,5.2510,0.0000,-7.4890,76.2150,0000778705,USA,3540,2.5000
012163,C,01,LU,75547,8073,19870611,19910829,19900331,1989,3CDCSQ,CARDIAC CONTROL SYSTEMS INC,,12,3,4.2500,0.1040,0.6180,6.4910,0.0000,-1.3880,3.6740,,USA,3845,0.3750
012163,C,01,LU,75547,8073,19870611,19910829,19910331,1990,3CDCSQ,CARDIAC CONTROL SYSTEMS INC,,12,3,3.8630,0.2100,0.0430,6.4910,0.0000,-1.6390,3.5680,,USA,3845,0.8750
012168,P,01,LU,10214,8147,19860506,19980130,19901231,1990,SIGN.1,PLASTI-LINE INC,,12,3,52.7000,1.1750,21.3330,3.5690,4.4840,2.2340,85.8640,,USA,3990,5.5000
012168,P,01,LU,10214,8147,19860506,19980130,19911231,1991,SIGN.1,PLASTI-LINE INC,,12,3,49.2820,0.8670,22.2700,3.6120,4.3590,1.8340,71.5480,,USA,3990,4.0000
012169,P,01,LC,10192,8131,19860425,20010629,19901231,1990,MSCA.1,M S CARRIERS INC,,12,3,111.2230,31.9730,53.3730,5.3230,0.0000,13.1240,123.5770,0000790372,USA,4213,18.0000
012169,P,01,LC,10192,8131,19860425,20010629,19911231,1991,MSCA.1,M S CARRIERS INC,,12,3,122.2750,24.8040,61.2930,5.3310,0.0000,15.3670,152.5690,0000790372,USA,4213,29.2500
012171,P,01,LU,10182,8125,19860423,E,19900131,1989,TECD,TECH DATA CORP,,12,3,121.7830,8.7460,44.8970,6.2220,1.0510,14.0260,348.0370,0000790703,USA,5045,8.7500
012171,P,01,LU,10182,8125,19860423,E,19910131,1990,TECD,TECH DATA CORP,,12,3,149.1200,3.3230,51.5500,6.2220,1.0210,15.6040,441.7770,0000790703,USA,5045,10.7500
012172,C,01,LU,10222,8151,19860507,19960226,19900131,1989,3FTTRE,FRETTER INC,,12,3,113.3000,5.3870,62.2280,14.2390,0.0000,5.8670,224.6810,0000790815,USA,5731,3.7500
012172,C,01,LU,10222,8151,19860507,19960226,19910131,1990,3FTTRE,FRETTER INC,,12,3,131.6020,8.0120,52.5720,14.3020,0.0000,0.0490,217.3510,0000790815,USA,5731,4.5000
012173,C,01,LU,10175,8118,19860430,19970711,19900531,1989,SMJWQ,SAMUELS JEWELERS INC,,12,3,187.1950,7.4410,15.8510,5.0090,0.0000,-2.9150,182.6050,0000790360,USA,5944,6.5000
012173,C,01,LU,10175,8118,19860430,19970711,19910531,1990,SMJWQ,SAMUELS JEWELERS INC,,12,3,158.7840,1.3250,-13.5920,5.0090,0.0000,-4.6410,158.4250,0000790360,USA,5944,1.6250
012174,P,01,LU,68574,5877,19850131,19950131,19901231,1990,9049B,METROPOLITAN FINL CORP/DE,,12,3,4545.7380,,225.7230,7.4190,,25.4550,431.8130,0000741341,USA,,9.1250
012174,P,01,LU,68574,5877,19850131,19950131,19911231,1991,9049B,METROPOLITAN FINL CORP/DE,,12,3,4667.6800,,278.7400,9.5350,,61.8660,496.4610,0000741341,USA,,20.8750
012176,C,01,LU,10208,8143,19860505,19920501,19900930,1990,ISTC,INSTRUCTIVISION INC,,12,3,0.8760,0.0340,0.6620,3.3500,0.0000,0.0180,1.0170,0000770183,USA,7812,0.5000
012176,C,01,LU,10208,8143,19860505,19920501,19910930,1991,ISTC,INSTRUCTIVISION INC,,12,3,0.8180,0.0380,0.6090,3.3500,0.0000,-0.0440,0.9330,0000770183,USA,7812,0.0620
012177,C,01,LU,10193,8071,19860428,19940816,19900630,1990,3OSPHE,OSPREY HOLDING INC,,12,3,3.4880,0.0100,1.1500,2.7140,0.0000,0.8530,4.4920,0000892072,USA,7373,0.3750
012177,C,01,LU,10193,8071,19860428,19940816,19910630,1991,3OSPHE,OSPREY HOLDING INC,,12,3,3.8200,0.2320,2.4530,5.3490,0.0000,0.7770,5.0350,0000892072,USA,7373,1.1250
012178,P,01,LU,10160,8105,19860410,20030630,19900531,1989,SAND.1,SANDATA TECHNOLOGIES INC,,12,3,6.7980,0.6740,3.6610,2.4700,0.0000,0.4690,11.6510,0000755465,USA,7374,1.2500
012178,P,01,LU,10160,8105,19860410,20030630,19910531,1990,SAND.1,SANDATA TECHNOLOGIES INC,,12,3,7.1800,0.5140,3.7390,2.4360,0.0000,0.2000,11.1690,0000755465,USA,7374,1.6870
012180,P,01,LC,10143,8092,19860403,20100608,19900930,1990,OSIP,OSI PHARMACEUTICALS INC,,12,3,17.8210,0.2150,17.3120,9.1710,0.0000,-2.8080,5.6380,0000729922,USA,2835,1.5000
012180,P,01,LC,10143,8092,19860403,20100608,19910930,1991,OSIP,OSI PHARMACEUTICALS INC,,12,3,18.0790,2.7730,15.8670,9.2040,0.0000,-1.9160,7.8240,0000729922,USA,2835,6.0000
012181,P,01,LU,10200,8135,19860429,E,19900331,1989,RGEN,REPLIGEN CORP,,12,3,31.4350,1.7870,27.9570,8.3980,0.0000,-4.3230,10.8590,0000730272,USA,2836,11.5000
012181,P,01,LU,10200,8135,19860429,E,19910331,1990,RGEN,REPLIGEN CORP,,12,3,37.0510,1.1360,33.7910,9.2720,0.0000,-8.3720,7.5900,0000730272,USA,2836,14.0000
012183,P,01,LU,10235,8159,19860530,20010821,19900930,1990,3PHTW,PHOTOWORKS INC,,12,3,9.9250,0.1820,4.1200,1.6060,0.0000,3.2330,32.6740,0000791050,USA,7384,6.3750
012183,P,01,LU,10235,8159,19860530,20010821,19910930,1991,3PHTW,PHOTOWORKS INC,,12,3,11.4740,1.1180,6.5410,1.6350,0.0000,3.4170,36.6450,0000791050,USA,7384,14.2500
012187,C,01,LU,67088,21804,19840926,19990924,19901231,1990,UMR,UNIMAR CO  -LP,,12,3,425.9890,48.8600,186.5760,,0.0000,122.2390,203.4820,0000752290,USA,1311,4.1250
012187,C,01,LU,67088,21804,19840926,19990924,19911231,1991,UMR,UNIMAR CO  -LP,,12,3,418.8680,55.8490,268.3780,,0.0000,125.2920,207.8460,0000752290,USA,1311,6.6250
012189,P,01,LU,10163,8106,19860410,20120531,19901231,1990,XRIT,X-RITE INC,,12,3,25.9510,2.1150,23.4720,5.2090,0.0000,4.6360,23.5840,0000790818,USA,3861,11.0000
012189,P,01,LU,10163,8106,19860410,20120531,19911231,1991,XRIT,X-RITE INC,,12,3,30.4880,1.6750,27.7720,5.2220,0.0000,6.1130,29.1050,0000790818,USA,3861,26.2500
012191,P,01,LU,10150,8096,19860404,19980227,19900630,1990,TLII.1,TLII LIQUIDATING CORP,,12,3,91.2540,0.3080,14.2140,2.9340,0.0000,9.1220,16.2970,,USA,6172,3.0000
012191,P,01,LU,10150,8096,19860404,19980227,19910630,1991,TLII.1,TLII LIQUIDATING CORP,,12,3,109.6410,0.4040,15.3730,2.9340,0.0000,9.8430,18.3930,,USA,6172,2.3750
012192,P,01,LU,10177,8120,19860630,20030702,19901231,1990,DMCD,DETWILER FENTON GROUP INC,,12,3,38.3670,0.1860,7.2630,5.9560,0.0000,3.4310,25.5150,0000746425,USA,6411,3.0000
012192,P,01,LU,10177,8120,19860630,20030702,19911231,1991,DMCD,DETWILER FENTON GROUP INC,,12,3,50.3240,0.3980,10.2050,7.1590,0.0000,4.3750,29.6510,0000746425,USA,6411,3.3750
012195,C,01,LC,10166,8110,19860430,19921005,19901231,1990,EFSS,LONG LAKE ENERGY CORP,,12,3,25.1760,0.4220,0.5010,10.2290,0.0000,-5.6180,3.4990,0000790044,USA,4991,1.7500
012195,C,01,LC,10166,8110,19860430,19921005,19911231,1991,EFSS,LONG LAKE ENERGY CORP,,12,3,16.0910,0.6760,-7.5740,10.2290,0.0000,0.0000,0.0000,0000790044,USA,4991,0.9370
012197,P,01,LU,69016,6800,19840229,19920731,19901231,1990,LSA,LANDMARK SAVINGS ASSOC-PA,,12,3,1463.3070,,43.3950,2.3750,,,,,USA,,3.5000
012197,P,01,LU,69016,6800,19840229,19920731,19911231,1991,LSA,LANDMARK SAVINGS ASSOC-PA,,12,3,1412.2330,,48.8080,2.3820,,,,,USA,,8.1250
012201,P,01,LC,92100,7818,19851029,19980116,19900331,1989,STKY,STOKELY USA INC,,12,3,161.1110,19.6700,69.5680,8.2790,0.0000,32.0040,271.9630,0000777538,USA,2033,18.5000
012201,P,01,LC,92100,7818,19851029,19980116,19910331,1990,STKY,STOKELY USA INC,,12,3,204.5890,18.1280,71.9250,8.2820,0.0000,11.9990,257.5200,0000777538,USA,2033,10.5000
012202,P,01,LC,30438,1356,19851031,19911125,19901031,1990,BRNR,BRENNER INTERNATIONAL INC,,12,3,18.0900,0.6140,8.0320,7.5330,0.0000,2.8390,50.3540,0000029051,USA,2330,0.8750
012204,P,01,LU,10248,8174,19860513,19960229,19900430,1989,CIMC,CIMCO INC,,12,3,38.2890,2.2170,23.8100,3.0350,0.0000,3.8180,57.4000,0000791243,USA,3089,10.5000
012204,P,01,LU,10248,8174,19860513,19960229,19910430,1990,CIMC,CIMCO INC,,12,3,40.9930,3.2360,25.7650,2.9830,0.0000,4.7300,64.5150,0000791243,USA,3089,10.7500
012205,C,01,LU,10250,8176,19860513,19971203,19900228,1989,3MRCOE,MERIDIAN NATIONAL CORP,,12,3,21.1950,4.6160,2.5100,7.5590,1.6440,-0.3120,42.1490,0000717192,USA,5051,1.0000
012205,C,01,LU,10250,8176,19860513,19971203,19910228,1990,3MRCOE,MERIDIAN NATIONAL CORP,,12,3,20.4490,0.3770,0.8010,8.5010,1.5980,-0.2180,34.3700,0000717192,USA,5051,1.0000
012206,P,01,LC,68451,20799,19851231,20031222,19901231,1990,DTV.2,DIRECTV,,12,3,12727.5000,884.3000,8098.3000,399.7000,,1156.7000,11625.8000,0001465112,USA,3812,17.6250
012206,P,01,LC,68451,20799,19851231,20031222,19911231,1991,DTV.2,DIRECTV,,12,3,12930.8000,681.3000,8218.2000,399.9000,,800.2000,11480.5000,0001465112,USA,3812,14.7500
012208,P,01,LU,10236,8160,19860508,19901031,19900131,1989,WEBS.1,WEBSTER CLOTHES INC,,12,3,33.9580,1.3270,14.5130,3.2000,1.2190,-0.8670,72.4720,0000790984,USA,5600,2.0000
012209,C,01,LU,91847,7539,19850513,19930719,19901231,1990,3SETC.,SIERRA REAL ESTATE TRUST 84,,12,3,60.9230,0.0000,19.2740,4.8870,0.0000,-2.7290,7.8130,0000733594,USA,6798,2.1250
012209,C,01,LU,91847,7539,19850513,19930719,19911231,1991,3SETC.,SIERRA REAL ESTATE TRUST 84,,12,3,49.3500,0.0030,9.5230,4.8870,,-6.0940,7.3080,0000733594,USA,6798,0.4370
012210,P,01,LU,10281,8204,19860520,19980721,19900531,1989,AUTO.2,AUTOINFO INC,,12,3,15.2940,1.1360,12.7090,6.8060,6.0240,1.4710,8.1520,0000351017,USA,4899,4.5000
012210,P,01,LU,10281,8204,19860520,19980721,19910531,1990,AUTO.2,AUTOINFO INC,,12,3,17.4300,0.1310,15.4350,7.0180,7.2720,2.2550,9.6240,0000351017,USA,4899,5.3750
012212,P,01,LU,10272,8198,19860516,20120131,19901231,1990,TKLC,TEKELEC,,12,3,36.4960,2.3510,30.3160,3.9580,0.0000,7.2670,42.1480,0000790705,USA,3663,13.7500
012212,P,01,LU,10272,8198,19860516,20120131,19911231,1991,TKLC,TEKELEC,,12,3,43.8930,4.3640,36.3450,4.0480,0.0000,5.8650,52.4490,0000790705,USA,3663,12.7500
012213,C,01,LU,69673,21525,19860529,19980227,19900630,1990,RRSHQ,RODMAN & RENSHAW CAPITAL-OLD,,12,3,315.9410,1.9220,28.6970,4.1470,0.0000,13.7440,71.8820,0000726977,USA,6211,6.8750
012213,C,01,LU,69673,21525,19860529,19980227,19910630,1991,RRSHQ,RODMAN & RENSHAW CAPITAL-OLD,,12,3,242.2110,1.7640,28.6290,4.3650,0.0000,6.5290,76.5900,0000726977,USA,6211,3.8750
012214,P,01,LU,10307,8226,19860529,20001130,19900630,1990,MBSI,MILLER BUILDING SYSTEMS INC,,12,3,16.4490,0.8010,13.0870,3.8600,,2.9190,42.7790,0000791905,USA,3448,5.0000
012214,P,01,LU,10307,8226,19860529,20001130,19910630,1991,MBSI,MILLER BUILDING SYSTEMS INC,,12,3,17.4910,2.0180,13.9790,3.6620,,2.9150,37.7760,0000791905,USA,3448,3.5000
012215,P,01,LU,10302,8222,19860529,E,19901231,1990,CY,CYPRESS SEMICONDUCTOR CORP,,12,3,309.3950,36.5980,242.2080,35.7800,0.0000,42.2950,225.2320,0000791915,USA,3674,11.0000
012215,P,01,LU,10302,8222,19860529,E,19911231,1991,CY,CYPRESS SEMICONDUCTOR CORP,,12,3,374.6030,64.8190,298.6120,37.8400,0.0000,44.7590,286.8290,0000791915,USA,3674,17.1250
012216,P,01,LU,10299,8220,19860528,20170331,19900630,1990,LLTC,LINEAR TECHNOLOGY CORP,,12,3,96.3540,3.8960,68.7690,16.4150,0.0000,15.1900,75.6200,0000791907,USA,3674,12.6250
012216,P,01,LU,10299,8220,19860528,20170331,19910630,1991,LLTC,LINEAR TECHNOLOGY CORP,,12,3,120.7420,8.1600,89.6820,16.8490,0.0000,23.0590,94.1520,0000791907,USA,3674,18.7500
012217,P,01,LC,11744,8238,19860604,19930730,19900930,1990,PCEP,PERCEPTION TECHNOLOGY CORP,,12,3,18.0490,0.8210,13.3900,3.3040,,-3.7420,16.7660,0000791453,USA,3661,1.6250
012217,P,01,LC,11744,8238,19860604,19930730,19910930,1991,PCEP,PERCEPTION TECHNOLOGY CORP,,12,3,16.6520,0.2570,13.6810,3.3180,,0.0140,16.7960,0000791453,USA,3661,2.7500
012218,C,01,LU,10216,7183,19860507,20010430,19900831,1990,XCEDQ,WORLDWIDE XCEED GROUP INC,,12,3,5.0310,0.1510,4.3660,26.9310,0.0000,0.0340,4.4610,0000721176,USA,3842,0.5620
012218,C,01,LU,10216,7183,19860507,20010430,19910831,1991,XCEDQ,WORLDWIDE XCEED GROUP INC,,12,3,4.6740,0.0430,4.2270,27.4090,0.0000,-0.2850,3.8900,0000721176,USA,3842,0.3440
012221,C,01,LU,10247,8173,19860513,19991229,19900131,1989,GTOS,GANTOS INC,,12,3,126.9140,20.6600,52.4000,5.2560,0.0000,14.1560,242.6330,0000791182,USA,5621,18.7500
012221,C,01,LU,10247,8173,19860513,19991229,19910131,1990,GTOS,GANTOS INC,,12,3,137.0300,16.6030,39.6090,5.2560,0.0000,-16.0900,260.3380,0000791182,USA,5621,4.1250
012225,P,01,LU,10300,8219,19860528,19920831,19901231,1990,WCSI,WORLDWIDE COMPUTER SVCS INC,,12,3,4.4110,0.0250,3.2750,1.8180,0.9830,0.5580,17.2260,0000790423,USA,7363,1.3750
012225,P,01,LU,10300,8219,19860528,19920831,19911231,1991,WCSI,WORLDWIDE COMPUTER SVCS INC,,12,3,4.1870,0.0200,2.8260,1.8180,0.9500,-0.7110,14.1420,0000790423,USA,7363,1.0000
012226,P,01,LU,10256,8183,19860515,20010723,19901031,1990,MLOG.1,MICROLOG CORP-OLD,,12,3,20.6110,0.3800,16.0620,3.4060,0.0000,-1.3570,14.6110,,USA,3661,2.0000
012226,P,01,LU,10256,8183,19860515,20010723,19911031,1991,MLOG.1,MICROLOG CORP-OLD,,12,3,17.7980,0.9620,10.6330,4.0200,1.0720,-6.2570,19.6140,,USA,3661,1.5000
012227,P,01,LC,10287,8209,19860520,19920529,19900731,1990,7622B,ATI MEDICAL INC,,12,3,63.7920,19.9250,9.9180,5.3590,0.0000,9.3230,49.7330,0000737276,USA,7350,11.7500
012227,P,01,LC,10287,8209,19860520,19920529,19910731,1991,7622B,ATI MEDICAL INC,,12,3,62.9920,12.9830,8.6680,5.4410,0.0000,4.2560,53.7000,0000737276,USA,7350,3.5000
012231,C,01,LU,10361,8282,19860611,19960501,19901130,1990,ATOQ,ANDOVER TOGS INC,,12,3,51.4050,1.0510,16.1600,3.2250,0.0000,2.5240,94.7960,0000793029,USA,2300,2.0000
012231,C,01,LU,10361,8282,19860611,19960501,19911130,1991,ATOQ,ANDOVER TOGS INC,,12,3,46.4470,0.4280,17.2780,3.5210,0.0000,4.5680,92.0890,0000793029,USA,2300,4.5000
012232,P,01,LU,10328,8248,19860605,19970602,19900630,1990,SOMA,SOMATIX THERAPY CORP,,12,3,23.1640,0.2000,20.8770,6.7150,0.0000,-6.7170,4.2800,0000791925,USA,2836,1.8750
012232,P,01,LU,10328,8248,19860605,19970602,19910630,1991,SOMA,SOMATIX THERAPY CORP,,12,3,13.5310,0.1540,11.1790,7.5850,0.0000,-7.4140,2.5640,0000791925,USA,2836,2.5000
012234,P,01,LU,10259,8187,19860515,E,19900131,1989,SIGM,SIGMA DESIGNS INC,,12,3,56.3090,0.8380,51.3030,5.8710,0.0000,12.3970,76.2360,0000790715,USA,3577,8.7500
012234,P,01,LU,10259,8187,19860515,E,19910131,1990,SIGM,SIGMA DESIGNS INC,,12,3,51.8180,0.4880,47.8160,5.1160,0.0000,0.6450,35.9680,0000790715,USA,3575,6.8750
012236,C,01,LC,12217,8268,19880928,E,19900331,1989,MEAS,MEASUREMENT SPECIALTIES INC,,12,3,3.7460,0.0680,0.7860,2.9130,0.0000,-1.2930,6.7950,0000778734,USA,3829,2.2500
012236,C,01,LC,12217,8268,19880928,E,19910331,1990,MEAS,MEASUREMENT SPECIALTIES INC,,12,3,2.9650,0.0670,0.6990,2.9850,0.0000,-0.0520,7.8050,0000778734,USA,3829,0.3750
012238,P,01,LU,75072,8280,19860611,20010629,19900331,1989,KNT,KENT ELECTRONICS CORP,,12,3,30.5900,1.9740,23.7110,3.8520,5.6840,3.8970,47.5320,0000793024,USA,5065,8.2500
012238,P,01,LU,75072,8280,19860611,20010629,19910331,1990,KNT,KENT ELECTRONICS CORP,,12,3,35.8690,1.9010,28.1070,3.9330,5.3490,5.7030,71.0130,0000793024,USA,5065,17.8750
012239,P,01,LU,10075,8018,19860303,19990730,19901231,1990,VWRX,VWR SCIENTIFIC PRODUCTS CORP,,12,3,132.8760,5.4370,32.8470,5.4400,,16.8780,428.5680,0000788043,USA,5040,14.3750
012239,P,01,LU,10075,8018,19860303,19990730,19911231,1991,VWRX,VWR SCIENTIFIC PRODUCTS CORP,,12,3,126.8960,3.8910,36.8320,5.4590,0.0000,16.5770,440.9830,0000788043,USA,5040,19.5000
012240,C,01,LU,10303,8223,19860529,20000609,19901231,1990,PRME10,PRIME CAPITAL CORP,,12,3,100.1950,37.7150,3.2020,4.2890,0.0000,9.2430,31.2680,0000791013,USA,7350,0.0620
012240,C,01,LU,10303,8223,19860529,20000609,19911231,1991,PRME10,PRIME CAPITAL CORP,,12,3,66.5190,36.1650,3.4590,4.2890,0.0000,7.5370,22.7740,0000791013,USA,7350,0.1250
012244,P,01,LU,10351,8274,19860610,19960229,19900930,1990,PCOR.1,PSICOR INC,,12,3,29.3200,4.6740,18.5820,3.9640,0.0000,3.4340,61.8290,0000792853,USA,8090,7.7500
012244,P,01,LU,10351,8274,19860610,19960229,19910930,1991,PCOR.1,PSICOR INC,,12,3,29.6060,3.3620,23.2830,4.1470,0.0000,5.5390,67.2100,0000792853,USA,8090,14.2500
012250,P,01,LU,10363,8284,19860611,E,19900930,1990,AMAG,AMAG PHARMACEUTICALS INC,,12,3,24.3550,0.4400,22.9110,3.3240,,-0.0220,8.7120,0000792977,USA,2835,9.7500
012250,P,01,LU,10363,8284,19860611,E,19910930,1991,AMAG,AMAG PHARMACEUTICALS INC,,12,3,25.7630,0.6520,24.4600,5.6180,,0.9520,10.8920,0000792977,USA,2835,16.5000
012251,C,01,LU,92823,7689,19850815,19941230,19901231,1990,3XXDTA,BANYAN MORTGAGE INVEST  -LP,,12,3,12.1000,0.0000,11.4870,7.6290,0.0000,-18.7050,3.4410,,USA,6799,0.3120
012251,C,01,LU,92823,7689,19850815,19941230,19911231,1991,3XXDTA,BANYAN MORTGAGE INVEST  -LP,,12,3,6.4550,0.0000,5.6290,7.6290,0.0000,-3.8240,0.4020,,USA,6799,0.1250
012252,P,01,LC,10333,8254,19860606,E,19901231,1990,XOMA,XOMA CORP,,12,3,96.9990,1.5920,26.4170,14.8560,0.0000,-23.6670,20.4760,0000791908,USA,2834,20.5000
